FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
2,20,1000,20,0.878,1,0.935,1,0.956,0.978
1,100,1000,50,0.782,0.869,0.823,0.856,0.762,0.806
1,100,200,10,0.556,1,0.714,1,0.886,0.939
1,500,50000,50,0,0,0,0.501,1,0.668
2,50,5000,50,0.983,0.994,0.988,0.994,0.985,0.989
2,500,500,20,0,0,0,0.79,1,0.883
2,20,200,5,0.8,1,0.889,1,0.972,0.986
1,500,50000,20,0,0,0,0.8,1,0.889
2,100,5000,5,0.447,0.404,0.424,0.966,0.971,0.969
2,50,5000,20,0.804,0.995,0.889,0.999,0.939,0.968
2,500,5000,30,0,0,0,0.73,1,0.844
2,50,10000,50,0.848,0.991,0.914,0.989,0.821,0.897
2,50,500,30,0.824,1,0.903,1,0.917,0.957
1,1000,5000,20,0.641,1,0.781,1,0.862,0.926
1,500,500,50,0,0,0,0.46,1,0.63
1,100,200,20,0.6,0.6,0.6,0.943,0.943,0.943
2,500,1000,30,0,0,0,0.682,1,0.811
2,500,1000,10,0,0,0,0.892,1,0.943
1,20,500,40,1,1,1,1,1,1
2,1000,200,40,0,0,0,0.6,1,0.75
2,1000,1000,5,0,0,0,0.959,1,0.979
2,20,50000,50,0.999,1,0.999,1,0.999,0.999
1,20,200,50,1,0.917,0.957,0.966,1,0.982
2,500,500,50,0,0,0,0.48,1,0.649
1,1000,500,30,0,0,0,0.76,1,0.864
2,500,1000,40,0,0,0,0.621,1,0.766
1,50,50000,40,0.921,0.977,0.948,0.984,0.944,0.963
2,50,10000,5,0.51,1,0.675,1,0.94,0.969
2,500,10000,30,0,0,0,0.697,1,0.821
1,50,50000,20,0.634,0.996,0.775,0.999,0.864,0.926
2,50,50000,40,0.916,0.999,0.955,0.999,0.936,0.966
