FP,MLSL,DS,Fperc,F_P,F_R,F_F1,N_P,N_R,N_F1
1,20,200,30,0.353,0.75,0.48,0.913,0.656,0.764
1,1000,500,50,0.0,0.0,0.0,0.53,1.0,0.693
1,50,200,50,0.0,0.0,0.0,0.5,1.0,0.667
2,1000,50000,5,0.99,0.998,0.994,1.0,0.999,1.0
2,1000,500,20,0.21,1.0,0.347,0.0,0.0,0.0
1,1000,200,30,0.647,1.0,0.786,1.0,0.793,0.885
1,500,1000,20,0.396,0.93,0.556,0.97,0.611,0.75
2,50,5000,5,0.956,0.935,0.945,0.997,0.998,0.997
2,1000,1000,50,0.0,0.0,0.0,0.495,1.0,0.662
1,100,10000,30,0.989,1.0,0.994,1.0,0.995,0.998
1,500,5000,40,0.997,1.0,0.999,1.0,0.998,0.999
2,100,500,10,0.229,0.727,0.348,0.954,0.697,0.805
2,20,50000,10,0.979,1.0,0.99,1.0,0.998,0.999
2,20,5000,20,0.965,0.99,0.977,0.997,0.991,0.994
1,100,50000,30,0.999,1.0,1.0,1.0,1.0,1.0
1,50,10000,20,0.977,1.0,0.988,1.0,0.995,0.997
1,100,1000,5,0.111,0.857,0.197,0.992,0.723,0.836
2,20,50000,40,0.999,1.0,0.999,1.0,0.999,1.0
1,50,5000,20,0.976,1.0,0.988,1.0,0.993,0.997
2,50,500,40,0.538,0.75,0.627,0.863,0.71,0.779
1,50,1000,10,0.767,0.958,0.852,0.993,0.955,0.974
2,500,50000,30,1.0,0.999,0.999,0.999,1.0,1.0
2,500,50000,20,0.999,1.0,0.999,1.0,1.0,1.0
1,20,10000,40,0.994,1.0,0.997,1.0,0.996,0.998
2,50,1000,50,0.981,0.936,0.958,0.926,0.978,0.951
2,20,1000,50,0.657,0.931,0.77,0.877,0.505,0.641
2,20,1000,10,0.25,0.667,0.364,0.964,0.818,0.885
2,100,5000,20,1.0,0.995,0.998,0.999,1.0,0.999
2,100,500,50,0.981,0.962,0.971,0.947,0.973,0.96
2,20,200,20,0.214,1.0,0.353,1.0,0.703,0.825
2,1000,200,20,1.0,0.2,0.333,0.789,1.0,0.882
1,20,500,50,0.898,1.0,0.946,1.0,0.891,0.943
2,500,1000,50,1.0,1.0,1.0,1.0,1.0,1.0
2,1000,500,5,1.0,0.25,0.4,0.97,1.0,0.985
1,500,5000,20,0.0,0.0,0.0,0.785,1.0,0.88
2,1000,10000,40,1.0,0.997,0.999,0.998,1.0,0.999
2,1000,5000,5,1.0,0.956,0.977,0.998,1.0,0.999
2,500,200,50,0.778,0.7,0.737,0.727,0.8,0.762
1,50,500,50,0.839,0.959,0.895,0.941,0.78,0.853
1,500,1000,10,0.306,1.0,0.469,1.0,0.816,0.899
2,20,1000,40,0.612,0.816,0.7,0.81,0.602,0.69
1,1000,5000,5,0.941,0.98,0.96,0.999,0.997,0.998
2,1000,10000,10,0.99,1.0,0.995,1.0,0.999,0.999
1,500,500,5,0.115,0.75,0.2,0.986,0.76,0.859
2,100,10000,20,1.0,0.994,0.997,0.999,1.0,0.999
2,500,500,10,0.15,0.429,0.222,0.95,0.817,0.879
2,500,10000,10,1.0,1.0,1.0,1.0,1.0,1.0
1,500,50000,10,0.997,1.0,0.999,1.0,1.0,1.0
2,50,10000,20,0.989,0.997,0.993,0.999,0.997,0.998
1,50,500,40,0.953,1.0,0.976,1.0,0.959,0.979
1,1000,1000,30,0.519,1.0,0.683,1.0,0.511,0.677
2,1000,50000,50,1.0,1.0,1.0,1.0,1.0,1.0
1,500,10000,10,0.965,1.0,0.982,1.0,0.996,0.998
2,50,500,10,0.267,0.8,0.4,0.971,0.756,0.85
2,100,10000,10,0.985,0.99,0.987,0.999,0.998,0.998
2,50,5000,40,0.995,1.0,0.997,1.0,0.997,0.998
2,1000,500,10,1.0,0.25,0.4,0.907,1.0,0.951
1,1000,200,10,0.5,0.8,0.615,0.969,0.886,0.925
1,100,10000,20,0.859,1.0,0.924,1.0,0.962,0.98
1,1000,10000,20,0.993,1.0,0.996,1.0,0.998,0.999
1,50,50000,10,1.0,1.0,1.0,1.0,1.0,1.0
1,1000,500,10,0.107,0.5,0.176,0.958,0.734,0.831
2,1000,10000,20,1.0,0.988,0.994,0.997,1.0,0.998
2,100,200,10,0.25,0.5,0.333,0.972,0.921,0.946
1,20,1000,10,0.636,0.875,0.737,0.987,0.951,0.969
1,500,10000,40,0.989,1.0,0.994,1.0,0.993,0.996
2,20,200,50,0.583,0.737,0.651,0.688,0.524,0.595
1,500,10000,20,0.974,1.0,0.987,1.0,0.993,0.997
2,1000,1000,30,0.951,0.951,0.951,0.978,0.978,0.978
2,50,200,20,0.474,0.75,0.581,0.857,0.643,0.735
1,500,1000,50,0.664,1.0,0.798,1.0,0.611,0.758
2,100,500,20,0.538,0.583,0.56,0.865,0.842,0.853
2,20,1000,5,0.158,0.75,0.261,0.986,0.814,0.892
2,1000,1000,20,0.0,0.0,0.0,0.785,1.0,0.88
1,100,1000,30,0.551,0.922,0.69,0.932,0.586,0.72
1,100,5000,20,0.858,1.0,0.923,1.0,0.958,0.979
1,20,10000,50,0.997,1.0,0.998,1.0,0.997,0.998
1,100,200,50,0.857,0.857,0.857,0.842,0.842,0.842
2,100,10000,30,1.0,0.995,0.997,0.998,1.0,0.999
2,100,500,5,0.071,0.167,0.1,0.942,0.862,0.9
1,20,200,40,0.667,0.889,0.762,0.875,0.636,0.737
